"permit_id","type","description"
109932,"Authorization","DICKLANDS BIOGAS LP (GP) LTD. DICKLANDS BIOGAS LIMITED PARTNERSHIP"
109471,"Authorization","CAPITAL REGIONAL DISTRICT"
110025,"Authorization","ARROW TRANSPORTATION SYSTEMS INC. NUTRIGROW"
108333,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
110040,"Authorization","ROGERS FOODS LTD."
107689,"Authorization","UPLAND EXCAVATING LTD."
109739,"Authorization","BAYMAG INC."
110409,"Authorization","ROKMASTER RESOURCES CORP."
109079,"Authorization","ATCO WOOD PRODUCTS LTD."
109112,"Authorization","PACIFIC COAST RENEWABLES CORP."
109101,"Authorization","TOWNLINE FARMS LTD."
110032,"Authorization","DENBOW TRANSPORT LTD. DENBOW"
110427,"Authorization","PETRONAS ENERGY CANADA LTD."
110222,"Authorization","KLASSEN WOOD COMPANY LTD. KLASSEN WOOD CO"
110554,"Authorization","PLATEAU PIPE LINE LTD."
110568,"Authorization","TOURMALINE OIL CORP."
109206,"Authorization","CITY OF POWELL RIVER"
109978,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
110587,"Authorization","JACQUES ELECTRIC (1997) LTD."
110639,"Authorization","PETRONAS ENERGY CANADA LTD."
110136,"Authorization","IVOR FOREST PRODUCTS LTD."
109597,"Authorization","PRINCETON WOOD PRESERVERS LTD."
110137,"Authorization","G & R CEDAR (2009) LTD."
109145,"Authorization","PACESETTER MILLS LTD."
110783,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
110840,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
109867,"Authorization","TARANIS RESOURCES INC."
110602,"Authorization","BW GOLD LTD."
110612,"Authorization","THE CORPORATION OF THE VILLAGE OF ZEBALLOS"
5490,"Authorization","INTERFOR CORPORATION"
110337,"Authorization","GENERAL GLASS INDUSTRIES LTD. GLASS WORLD"
110749,"Authorization","PETRONAS ENERGY CANADA LTD."
105632,"Authorization","J H W CONSTRUCTION LTD."
108529,"Authorization","1476622 B.C. LTD."
110396,"Authorization","UNITED CONCRETE & GRAVEL LTD."
110576,"Authorization","CITY OF PORT ALBERNI"
110907,"Authorization","CITY OF PORT ALBERNI"
1742,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
110948,"Authorization","TALLAHASSEE EXPLORATION INC."
110953,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
110971,"Authorization","KELT EXPLORATION (LNG) LTD."
2784,"Authorization","DAYBREAK POINT BIBLE CAMP SOCIETY"
109985,"Authorization","0995237 B.C. LTD."
110591,"Authorization","TLOWITSIS NATION"
110236,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
3911,"Authorization","ASPEN PLANERS LTD."
111039,"Authorization","PETRONAS ENERGY CANADA LTD."
110103,"Authorization","ASCOT RESOURCES LTD."
109151,"Authorization","TOWN OF CRESTON"
110979,"Authorization","COASTAL GASLINK PIPELINE LIMITED PARTNERSHIP"
16540,"Authorization","PORCUPINE WOOD PRODUCTS LTD."
109531,"Authorization","NEPTUNE BULK TERMINALS (CANADA) LTD."
110650,"Authorization","BW GOLD LTD."
7644,"Authorization","CARIBOO REGIONAL DISTRICT"
10953,"Authorization","CARIBOO REGIONAL DISTRICT"
4535,"Authorization","CARIBOO REGIONAL DISTRICT"
109820,"Authorization","ESCAPE TRAILER INDUSTRIES GP INC. ESCAPE TRAILER INDUSTRIES"
109999,"Authorization","TERRACE-KITIMAT AIRPORT SOCIETY NORTHWEST REGIONAL AIRPORT TERRACE-KITIMAT"
111031,"Authorization","FISHER ROAD HOLDINGS LTD."
10821,"Authorization","DISTRICT OF LAKE COUNTRY"
111523,"Authorization","ARC RESOURCES LTD."
111096,"Authorization","WESTERN FOREST PRODUCTS INC."
110652,"Authorization","BW GOLD LTD."
110933,"Authorization","SUN PEAKS MOUNTAIN RESORT MUNICIPALITY"
1975,"Authorization","OCEAN FISHERIES LIMITED"
111092,"Authorization","ENBRIDGE ALLIANCE (CANADA) MANAGEMENT INC."
110163,"Authorization","FORTISBC ENERGY INC."
111761,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
111172,"Authorization","WESTERN FOREST PRODUCTS INC."
111626,"Authorization","SKEENA RESOURCES LIMITED"
110731,"Authorization","BW GOLD LTD."
110529,"Authorization","MACNUTT ENTERPRISES LTD."
111578,"Authorization","WOODFIBRE LNG GENERAL PARTNER INC."
110883,"Authorization","CANADIAN CULTURED DAIRY INC. TREE ISLAND YOGURT"
11672,"Authorization","BOARDS BY GEORGE LUMBER INC."
110570,"Authorization","MACNUTT ENTERPRISES LTD."
111909,"Authorization","LNG CANADA DEVELOPMENT INC."
111803,"Authorization","EVR OPERATIONS LIMITED"
111911,"Authorization","COASTAL GASLINK PIPELINE LIMITED PARTNERSHIP"
111024,"Authorization","ROXUL INC.  ROCKWOOL"
111529,"Authorization","CANADIAN FOREST PRODUCTS LTD."
104011,"Authorization","BULKLEY NECHAKO REGIONAL DISTRICT"
104090,"Authorization","BULKLEY NECHAKO REGIONAL DISTRICT"
12217,"Authorization","CENTRAL OKANAGAN REGIONAL DISTRICT"
111661,"Authorization","VERMILION ENERGY INC."
111155,"Authorization","ARBIOS BIOTECH CANADA (GP 1) LTD. AND  ARBIOS BIOTECH CANADA (GP 2) LTD. ARBIOS BIOTECH CANADA LP"
112060,"Authorization","ARBIOS BIOTECH CANADA (GP 1) LTD. AND  ARBIOS BIOTECH CANADA (GP 2) LTD. ARBIOS BIOTECH CANADA LP"
111966,"Authorization","ENERPLUS CORPORATION"
111954,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
110832,"Authorization","TECK HIGHLAND VALLEY COPPER CORPORATION"
10660,"Authorization","QUADRA WOOD PRODUCTS LTD."
110949,"Authorization","NA"
112054,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
111112,"Authorization","UNIVAR SOLUTIONS CANADA LTD. UNIVAR SOLUTIONS"
110766,"Authorization","NA"
112064,"Authorization","FORTISBC ENERGY INC."
111855,"Authorization","NEW GOLD INC."
110478,"Authorization","LNG CANADA DEVELOPMENT INC."
110952,"Authorization","WESTERN FOREST PRODUCTS INC."
110033,"Authorization","ELDCAN FOREST PRODUCTS LTD."
112141,"Authorization","LNG CANADA DEVELOPMENT INC."
110950,"Authorization","WESTERN FOREST PRODUCTS INC."
111379,"Authorization","NA"
111380,"Authorization","NA"
112178,"Authorization","ARC RESOURCES LTD."
111019,"Authorization","NA"
112024,"Authorization","HUSKY CANADIAN PETROLEUM MARKETING PARTNERSHIP, BY ITS MANAGING PARTNER, CENOVUS ENERGY INC."
111806,"Authorization","THE CORPORATION OF THE DISTRICT OF SUMMERLAND"
110980,"Authorization","NA"
112191,"Authorization","PACIFIC COAST RENEWABLES CORP."
112151,"Authorization","COASTAL GASLINK PIPELINE LTD."
106060,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
112035,"Authorization","PETRONAS ENERGY CANADA LTD."
17677,"Authorization","COASTLAND WOOD INDUSTRIES LTD."
111625,"Authorization","SANDHER FRUIT PACKERS LTD."
110053,"Authorization","DISTRICT OF TOFINO"
111456,"Authorization","COASTLAND WOOD INDUSTRIES LTD."
112357,"Authorization","ARC RESOURCES LTD."
110185,"Authorization","NA"
111950,"Authorization","NA"
111020,"Authorization","NA"
111535,"Authorization","TECK COAL LIMITED"
112392,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
112403,"Authorization","ADVANTAGE OIL & GAS LTD."
112423,"Authorization","ARC RESOURCES LTD."
111511,"Authorization","BARKERVILLE GOLD MINES LTD."
111781,"Authorization","""D"" DUTCHMEN DAIRY LTD."
112440,"Authorization","NA"
112406,"Authorization","YOHO RESOURCES INC."
112456,"Authorization","NA"
111475,"Authorization","NA"
112000,"Authorization","ATLANTIC POWER PREFERRED EQUITY LTD."
111632,"Authorization","NA"
111000,"Authorization","GRT SOIL PROCESSING (VI) LTD."
111993,"Authorization","WEST CREEK FARMS LTD."
112494,"Authorization","LNG CANADA DEVELOPMENT INC."
7577,"Authorization","WASTECH SERVICES LTD. AND THE VILLAGE OF CACHE CREEK"
11688,"Authorization","HAMILL CREEK TIMBER HOMES (2010) LTD."
112435,"Authorization","FORTISBC ENERGY INC."
112005,"Authorization","BRITISH COLUMBIA MINISTRY OF TRANSPORTATION AND INFRASTRUCTURE"
112229,"Authorization","BAQUA LAND INCORPORATED"
112352,"Authorization","LHTAKO GAS AND CONVENIENCE STORE LTD."
304,"Authorization","SPRAY HOLDINGS LTD."
112600,"Authorization","COELACANTH ENERGY INC."
14928,"Authorization","AURICO METALS INC."
110519,"Authorization","LAX KW'ALAAMS BAND"
5050,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
111607,"Authorization","NA"
112048,"Authorization","NA"
6674,"Authorization","QUESNEL SEPTIC SERVICE LTD."
10837,"Authorization","1116806 B.C. LTD."
112348,"Authorization","PARK LANE RIVER DISTRICT DEVELOPMENTS LTD."
112744,"Authorization","NA"
112331,"Authorization","ROYAL FRUIT PACKERS INC."
111921,"Authorization","NA"
8372,"Authorization","REGIONAL DISTRICT OF MOUNT WADDINGTON"
111594,"Authorization","SIK-E-DAKH (GLEN VOWELL BAND)"
112853,"Authorization","AITKEN CREEK GAS STORAGE LTD."
112520,"Authorization","NA"
112857,"Authorization","TOURMALINE OIL CORP."
111930,"Authorization","NA"
112419,"Authorization","NA"
112421,"Authorization","NA"
110085,"Authorization","NA"
6313,"Authorization","CARIBOO REGIONAL DISTRICT"
112897,"Authorization","NA"
107929,"Authorization","CITY OF PRINCE RUPERT"
112418,"Authorization","NA"
112965,"Authorization","NA"
112966,"Authorization","NA"
112522,"Authorization","NA"
112981,"Authorization","NA"
112220,"Authorization","NA"
368,"Authorization","TOLKO INDUSTRIES LTD."
2677,"Authorization","O.K. INDUSTRIES LTD. DUNCAN PAVING COMPANY"
2801,"Authorization","AMRIZE CANADA INC."
3956,"Authorization","O.K. INDUSTRIES LTD. TAYCO PAVING COMPANY"
2768,"Authorization","ISLAND ASPHALT LTD."
15282,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
2985,"Authorization","MIDWAY, VILLAGE OF"
211,"Authorization","GLENCORE CANADA CORPORATION"
6404,"Authorization","BIG WHITE WASTEWATER UTILITY LTD."
15285,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
12216,"Authorization","PEACHLAND, DISTRICT OF"
15293,"Authorization","REGIONAL DISTRICT OF KOOTENAY BOUNDARY"
6489,"Authorization","SHERWOOD PARK ENTERPRISES LTD. (INC. NO. 662558)"
6532,"Authorization","POINT GREY HOLDINGS LTD. AND GREATA RANCH DEVELOPMENT CORPOR"
6230,"Authorization","SUMAC RIDGE ESTATE WINERY LTD."
4086,"Authorization","PETERS BROS. PAVING 1981 LTD."
2156,"Authorization","SUMMERLAND SWEETS LIMITED"
2826,"Authorization","FAIRVIEW ORCHARDS LTD."
4469,"Authorization","COPPER MOUNTAIN MINE (BC) LTD."
5385,"Authorization","COPPER MOUNTAIN MINE (BC) LTD."
6387,"Authorization","GRAND FORKS CONCRETE AND GRAVEL LTD."
5074,"Authorization","TOLKO INDUSTRIES LTD."
2400,"Authorization","TRIBRINK CONTRACTING LTD."
2813,"Authorization","BRITISH COLUMBIA FERRY SERVICES INC."
3148,"Authorization","SCHOOL DISTRICT NO. 35 LANGLEY"
4371,"Authorization","SEVENTH-DAY ADVENTIST CHURCH (BRITISH COLUMBIA CONFERENCE)"
6940,"Authorization","Kevin Demers - DBA BRIDAL FALLS CAMPERLAND BRIDAL FALLS CAMPERLAND"
6323,"Authorization","SCHOOL DISTRICT NO. 35 LANGLEY"
7114,"Authorization","EMORY CREEK LOT OWNERS COOPERATIVE ASSOC"
8436,"Authorization","THE OWNERS, STRATA PLAN NO. LMS 2429"
2989,"Authorization","BCG, ATTORNEY GENERAL"
4728,"Authorization","SUNDOWNER INN LTD."
5500,"Authorization","REMPEL BROS. CONCRETE LTD."
7815,"Authorization","MINISTRY OF LABOUR AND CITIZENS' SERVICES"
1771,"Authorization","PORT MOODY, CITY OF"
6041,"Authorization","RICHARD AND MICHAEL, BERNARD WILHELM KAPITZA - DBA"
4231,"Authorization","NORTH VANCOUVER, THE CORP. OF THE DISTRICT OF"
2361,"Authorization","POLYBOTTLE GROUP LIMITED"
5984,"Authorization","CULTUS LAKE PARKS BOARD"
106063,"Authorization","DISTRICT OF SQUAMISH"
4692,"Authorization","WHISTLER, RESORT MUNICIPALITY OF"
2059,"Authorization","LIONS BAY, VILLAGE OF"
1504,"Authorization","ABBOTSFORD, CITY OF"
7859,"Authorization","BOWEN ISLAND MUNICIPALITY"
7817,"Authorization","MOUNT CURRIE INDIAN BAND"
7789,"Authorization","THE MINISTRY OF ENVIRONMENT, LANDS AND PARKS"
4195,"Authorization","CLEARBROOK GRAIN AND MILLING CO."
4590,"Authorization","LAFARGE CANADA INC."
3530,"Authorization","NATURE'S TOUCH FROZEN FOODS (WEST) INC."
5402,"Authorization","LAFARGE CANADA INC."
5461,"Authorization","TRISTAR BRICK AND BLOCK LTD."
6411,"Authorization","DISTRICT OF CHILLIWACK"
449,"Authorization","SHELL CANADA PRODUCTS LIMITED"
2300,"Authorization","OCEAN CONSTRUCTION SUPPLIES LIMITED"
5143,"Authorization","WESTLAKE CANADA INC.  WESTLAKE PIPE AND FITTINGS"
6830,"Authorization","ALDESTA HOTEL GROUP CO. LTD."
5899,"Authorization","DARGATZ MINK RANCH LTD."
4767,"Authorization","OWNERS ASSOCIATION OF EVERGLADES"
8519,"Authorization","GRANT'S LANDING MARINA 2021 LTD."
7440,"Authorization","419710 BC LTD."
1982,"Authorization","REMPEL BROS. CONCRETE LTD."
2273,"Authorization","OCEAN CONSTRUCTION SUPPLIES LIMITED"
218,"Authorization","405834 B.C. LTD."
225,"Authorization","GRAPPA INVESTMENTS CORPORATION"
7230,"Authorization","HOPE READY-MIX LTD."
5030,"Authorization","ALPINE PAVING 1978 LTD."
1718,"Authorization","J.S. JONES HOLDINGS LTD."
7813,"Authorization","SUNSHINE VALLEY DEVELOPMENTS LTD."
3770,"Authorization","REGIONAL DISTRICT OF FRASER-CHEAM"
5988,"Authorization","THE GOVERNING COUNCIL OF THE SALVATION ARMY IN CANADA"
7232,"Authorization","CITY OF ABBOTSFORD"
3360,"Authorization","SKEENA SAWMILLS LTD."
5933,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
5680,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
2615,"Authorization","BRITISH COLUMBIA FERRY SERVICES INC."
6226,"Authorization","DECKER LAKE FOREST PRODUCTS LIMITED"
103144,"Authorization","REGIONAL DISTRICT OF BULKLEY-NECHAKO"
6687,"Authorization","PACIFIC NORTHERN GAS LTD."
3172,"Authorization","WEST FRASER MILLS LTD"
7189,"Authorization","LHOIST NORTH AMERICA OF CANADA, INC."
7536,"Authorization","TAAN FOREST LTD."
6426,"Authorization","TAAN FOREST LTD."
7781,"Authorization","CN RAIL"
4476,"Authorization","1516847 B.C. LTD."
4342,"Authorization","TAAN FOREST LTD."
3085,"Authorization","TAAN FOREST LTD."
7184,"Authorization","INTERFOR CORPORATION"
6511,"Authorization","PRINCE RUPERT GRAIN LIMITED"
4276,"Authorization","PEAK FORT NELSON PROPERTIES LTD."
8607,"Authorization","MINISTRY OF ENVIRONMENT, LANDS & PARKS"
3448,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
1873,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
6472,"Authorization","TRIPLE P SANITATION (1998) LTD."
1930,"Authorization","CARIBOO REGIONAL DISTRICT"
5029,"Authorization","PACIFIC WOODTECH CANADA HOLDINGS LIMITED"
1673,"Authorization","THE CORPORATION OF THE CITY OF CRANBROOK"
1480,"Authorization","DISTRICT OF ELKFORD"
6719,"Authorization","PARK VILLAGE COMMUNITY LTD. PARK VILLAGE MOBILE HOME PARK"
3256,"Authorization","SUNCOR ENERGY INC. PETRO-CANADA"
8085,"Authorization","HEILTSUK FISHERIES MANAGEMENT LTD."
7375,"Authorization","UNITED CONCRETE & GRAVEL LTD."
4979,"Authorization","OCEAN FALLS IMPROVEMENT DISTRICT"
4980,"Authorization","OCEAN FALLS IMPROVEMENT DISTRICT"
3257,"Authorization","SUNCOR ENERGY INC. PETRO-CANADA"
1963,"Authorization","SCANLAND'S EXCAVATING LTD"
5726,"Authorization","1760957 ALBERTA LTD."
4343,"Authorization","DOMTAR INC. SKOOKUMCHUCK PULP"
5771,"Authorization","TECK METALS LTD."
6829,"Authorization","NUXALK NATION"
3258,"Authorization","SUNCOR ENERGY INC. PETRO-CANADA"
5610,"Authorization","BLUESTEM UTILITIES ULC"
9011,"Authorization","MINISTRY OF ENVIRONMENT, LANDS AND PARKS"
8081,"Authorization","BELLA BELLA ASSET HOLDINGS LTD."
6103,"Authorization","WEST FRASER MILLS LTD. CHETWYND FOREST INDUSTRIES"
8721,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
4330,"Authorization","FOOTHILLS PIPE LINES (SOUTH B.C.) LTD."
15742,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
344,"Authorization","FORT ST. JAMES FOREST PRODUCTS GENERAL PARTNER LTD FORT ST. JAMES FOREST PRODUCTS LIMITED PARTNERSHIP"
5355,"Authorization","FORT ST. JAMES FOREST PRODUCTS GENERAL PARTNER LTD FORT ST. JAMES FOREST PRODUCTS LIMITED PARTNERSHIP"
5807,"Authorization","TDG BC ASSETS CORP."
6014,"Authorization","MAX HELMER CONSTRUCTION"
6015,"Authorization","MAX HELMER CONSTRUCTION"
7548,"Authorization","KOOTENAY WOOD PRESERVERS LTD"
6985,"Authorization","VITREO MINERALS LTD."
4298,"Authorization","SCHOOL DISTRICT NUMBER 62 SOOKE - BELMONT SCHOOL"
190,"Authorization","CHEMTRADE PULP CHEMICALS LIMITED PARTNERSHIP"
7483,"Authorization","WEST FRASER MILLS LTD."
6864,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
6382,"Authorization","ISLAND AGGREGATES LTD."
4523,"Authorization","MA-MOOK NATURAL RESOURCES LTD."
5303,"Authorization","WESTERN FOREST PRODUCTS INC."
8192,"Authorization","SOOKE MARINE INDUSTRIES LTD."
7288,"Authorization","GLADYS JEAN CAMPBELL - DBA"
7632,"Authorization","READ ISLAND INDUSTRIES LTD."
7690,"Authorization","QUATAM ENTERPRISE LIMITED"
7636,"Authorization","CERMAQ CANADA LTD."
7451,"Authorization","YELLOW ISLAND AQUACULTURE (1994) LTD."
7261,"Authorization","GOD'S POCKET RESORT (2018) LTD."
4467,"Authorization","WESTERN FOREST PRODUCTS INC."
7108,"Authorization","WESTERN FOREST PRODUCTS INC."
8190,"Authorization","WESTERN FOREST PRODUCTS INC."
7269,"Authorization","WESTERN FOREST PRODUCTS INC."
6424,"Authorization","FRASER-FORT GEORGE REGIONAL DISTRICT"
6207,"Authorization","CONIFEX MACKENZIE FOREST PRODUCTS INC."
1697,"Authorization","FRASER-FORT GEORGE REGIONAL DISTRICT"
323,"Authorization","1167433 B.C. LTD."
4904,"Authorization","POWELL RIVER REGIONAL DISTRICT"
8274,"Authorization","SUNSHINE BAY RESORT (2014) LTD."
6794,"Authorization","SCHOOL DISTRICT NO. 72 CAMPBELL RIVER"
6692,"Authorization","FAREWELL HARBOUR LODGE LTD."
6053,"Authorization","APRIL POINT HOTEL RESORT LTD."
5999,"Authorization","THE OUTPOST AT WINTER HARBOUR LTD."
5975,"Authorization","SITKA FALLING LTD."
5291,"Authorization","WESTERN FOREST PRODUCTS INC."
8075,"Authorization","EXTREME ACTION PROMOTIONS INC."
4678,"Authorization","DENNIS JAMES SIEMENS - DBA"
4617,"Authorization","INTERNATIONAL FOREST PRODUCTS LIMITED"
4103,"Authorization","TIICMA FORESTRY INC. TIICMA FORESTRY LIMITED PARTNERSHIP"
324,"Authorization","VILLAGE OF PORT ALICE"
4878,"Authorization","MA-MOOK NATURAL RESOURCES LTD."
8008,"Authorization","THE HESQUIAHT INDIAN BAND"
1931,"Authorization","NILDA RODRIGUES VELOSO - DBA"
2625,"Authorization","CAPE LAZO RESORT LTD. TENT AND TRAILER PARK"
3140,"Authorization","HFN LANDS CORPORATION"
4133,"Authorization","CONIFEX POWER INC."
506,"Authorization","DOMTAR INC. AND 13536637 CANADA INC. CATALYST PAPER GENERAL PARTNERSHIP"
5379,"Authorization","DAVID MCCLIMON - DBA"
8121,"Authorization","M. C. SIMARD - DBA"
6471,"Authorization","HAYLOCK BROS. PAVING LTD."
6300,"Authorization","ISLAND TIMBERLANDS LIMITED PARTNERSHIP"
5701,"Authorization","ALBERNI FOUNDRY LTD."
295,"Authorization","HIS MAJESTY THE KING IN RIGHT OF THE PROVINCE OF BRITISH COLUMBIA, REPRESENTED BY THE MINISTER OF FLNRORD"
7455,"Authorization","JOE TARNOWSKI - DBA"
7213,"Authorization","TALL TIMBERS HOLIDAY PARK ASSOC."
7105,"Authorization","GREENRIDGE RESIDENTAL COMMUNITY LTD."
6420,"Authorization","STRATA CORPORATION #1238"
5989,"Authorization","REGIONAL DISTRICT OF NANAIMO"
5512,"Authorization","GUNTER BROS. MEAT CO."
1881,"Authorization","INTERFOR CORPORATION"
4423,"Authorization","DOWNIE TIMBER LTD."
6140,"Authorization","STELLA-JONES CANADA INC."
10836,"Authorization","ATCO WOOD PRODUCTS LTD."
7547,"Authorization","JONES TIES AND POLES 1973 LTD."
2825,"Authorization","LABATT BREWING COMPANY LIMITED LA BRASSERIE LABATT LIMITEE COLUMBIA BREWING COMPANY"
1421,"Authorization","DOMTAR INC."
4138,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
4459,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
5206,"Authorization","CANADIAN FOREST PRODUCTS LTD. IN ITS ENGLISH FORM AND PRODUITS FORESTIERS DU CANADA LTEE IN ITS FRENCH FORM"
2636,"Authorization","J.H. HUSCROFT LIMITED"
4460,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
4272,"Authorization","FORTISBC ENERGY INC."
6167,"Authorization","BETHLEHEM RESOURCES (1996) CORPORATION"
5175,"Authorization","TECK METALS LTD."
7523,"Authorization","YEKOOCHE FIRST NATION"
4134,"Authorization","R. SPETIFORE AND SONS LTD."
5522,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
5442,"Authorization","BALFOUR BEACH INN (1995) LTD. BALFOUR BEACH INN"
6634,"Authorization","SCHOOL DISTRICT NO. 8"
2197,"Authorization","THE CORPORATION OF THE VILLAGE OF SLOCAN"
7054,"Authorization","THE CORPORATION OF THE CITY OF VICTORIA"
1696,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
2830,"Authorization","WESTERN FOREST PRODUCTS INC."
3159,"Authorization","WESTERN FOREST PRODUCTS INC."
8402,"Authorization","NIMMO BAY RESORT LTD."
3825,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
1688,"Authorization","WESTERN FOREST PRODUCTS INC."
3984,"Authorization","O.K. INDUSTRIES LTD. TAYCO PAVING COMPANY"
8370,"Authorization","QUALICUM RIVERS RESORT LTD."
8273,"Authorization","NOOTKA ISLAND FISH CAMP LTD."
8066,"Authorization","KINGCOME ENTERPRISES, LTD."
8065,"Authorization","BRUCE LINTFIELD MCMORRAN - DBA"
8011,"Authorization","BROWN'S BAY MARINA LTD., DIV. OF 0414152 B.C. LTD."
7975,"Authorization","MCNEIL HOLDINGS LTD"
8016,"Authorization","IAG ENTERPRISES LTD.  PACIFIC GATEWAY WILDERNESS LODGE AT BAMFIELD"
3949,"Authorization","JAMES A. WATT - DBA"
8005,"Authorization","OMEGA PACIFIC HATCHERY INC."
7958,"Authorization","CAPE MUDGE BAND COUNCIL"
4600,"Authorization","ASPEN PLANERS LTD."
7049,"Authorization","SIMILKAMEEN SEPTIC SERVICE LTD."
6081,"Authorization","CAPITAL CITY PAVING LTD."
1973,"Authorization","ASPEN PLANERS LTD."
15276,"Authorization","PRINCETON, TOWN OF"
15287,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
7892,"Authorization","PRINCETON, TOWN OF"
1713,"Authorization","SORRENTO PLACE HOLDINGS LTD."
3306,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
2911,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
8142,"Authorization","SALMON ARM READY MIX LTD."
3945,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
4204,"Authorization","COLUMBIA SHUSWAP REGIONAL DISTRICT"
2908,"Authorization","SAVONA WATERWORKS DISTRICT"
6100,"Authorization","LEHIGH HANSON MATERIALS LIMITED OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
6137,"Authorization","LEHIGH HANSON MATERIALS LIMITED OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
4723,"Authorization","EMIL ANDERSON CONSTRUCTION CO. LTD."
5730,"Authorization","OLIVER READI-MIX LIMITED"
3680,"Authorization","LEHIGH HANSON MATERIALS LIMITED OK READY MIX, A DIVISION OF LEHIGH HANSON MATERIALS LIMITED"
3328,"Authorization","CITY OF KAMLOOPS"
3025,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
3958,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
1788,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
6972,"Authorization","CANOE FOREST PRODUCTS LTD."
15328,"Authorization","KOOTENAY BOUNDARY REGIONAL DISTRICT"
3842,"Authorization","THOMPSON-NICOLA REGIONAL DISTRICT"
3767,"Authorization","INTERFOR CORPORATION"
8140,"Authorization","BCG, PARKS"
15289,"Authorization","REGIONAL DISTRICT OF NORTH OKANAGAN"
7496,"Authorization","COMOX VALLEY REGIONAL DISTRICT"
7188,"Authorization","BLUE STAR INVESTMENTS LTD."
5893,"Authorization","CORDERO LODGE INC."
1686,"Authorization","SURREY, THE CORPORATION OF THE DISTRICT OF"
7550,"Authorization","SWAN'S POINT RESORT LIMITED"
101804,"Authorization","FRASER VALLEY REGIONAL DISTRICT"
8916,"Authorization","THE OWNERS, STRATA PLAN NO. LMS 648"
7322,"Authorization","WOODFIBRE LNG GENERAL PARTNER INC."
182,"Authorization","CIPA LUMBER CO. LTD."
8718,"Authorization","0792993 B.C. LTD."
8877,"Authorization","QUATSINO LODGE LTD."
8660,"Authorization","COASTAL SPRINGS FLOAT LODGE LTD."
8838,"Authorization","Michael Reppy - DBA"
4589,"Authorization","LAFARGE CANADA INC."
4773,"Authorization","ABBOTSFORD GRAVEL SALES LTD."
6239,"Authorization","MINISTRY OF ENVIRONMENT"
5526,"Authorization","FRASER VALLEY REGIONAL DISTRICT"
4971,"Authorization","DELTA CEDAR PRODUCTS LTD."
8590,"Authorization","KWICKSUTAINEUK BAND COUNCIL"
7324,"Authorization","SMK INVESTMENTS INC."
4409,"Authorization","LAFARGE CANADA INC."
8263,"Authorization","LIZZIE BAY LOGGING LTD."
7963,"Authorization","NUTRECO CANADA INC. DBA SKRETTING"
9040,"Authorization","TSAY KEH DENE TIMBER GP CORP."
4608,"Authorization","SAPUTO FOODS LIMITED AS MANAGING PARTNER FOR SAPUTO DAIRY PRODUCTS CANADA G.P."
1453,"Authorization","SUNCOR ENERGY PRODUCTS INC. SUNCOR ENERGY PRODUCTS PARTNERSHIP"
8910,"Authorization","SQUAMISH, THE CORPORATION OF THE DISTRICT OF"
