"Observed Property ID","Observed Property Descritpion","CAS Number","Unit Group","Default Unit","Supports Unit Conversion","EMS Code","Analysis Type","Result Type","Method ID","Method Name","Method Description","Method Source"
"2;4+2;5-Dichlorophenol (mass conc.)","Organics; EMS code: CP37","120-83-2; 583-78-8","MassPerMass","mg/kg",TRUE,"CP37","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol2;4;6 (mass conc.)","Organics; EMS code: T042","1988-06-02","MassPerMass","mg/kg",TRUE,"T042","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"o-Cresol (mass conc.)","Organics; EMS code: D084","95-48-7","MassPerMass","mg/kg",TRUE,"D084","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;4;5-Trichlorophenol (mass conc.)","Organics; EMS code: T032","95-95-4","MassPerMass","mg/kg",TRUE,"T032","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"3-Chlorophenol (mass conc.)","Organics; EMS code: C054","108-43-0","MassPerMass","mg/kg",TRUE,"C054","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol2;3;4 (mass conc.)","Organics; EMS code: T033","15950-66-0","MassPerMass","mg/kg",TRUE,"T033","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol2;3;5 (mass conc.)","Organics; EMS code: T034","933-78-8","MassPerMass","mg/kg",TRUE,"T034","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;3;5;6-Tetrachlorophenol (mass conc.)","Organics; EMS code: T038","935-95-5","MassPerMass","mg/kg",TRUE,"T038","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"3;4-Dichlorophenol (mass conc.)","Organics; EMS code: CP07","95-77-2","MassPerMass","mg/kg",TRUE,"CP07","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol2;3;6 (mass conc.)","Organics; EMS code: T035","933-75-5","MassPerMass","mg/kg",TRUE,"T035","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;3;4;6-Tetrachlorophenol (mass conc.)","Organics; EMS code: T037","58-90-2","MassPerMass","mg/kg",TRUE,"T037","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Phenol (mass conc.)","Organics; EMS code: 0119","108-95-2","MassPerMass","mg/kg",TRUE,"0119","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2-Chlorophenol (mass conc.)","Organics; EMS code: C035","95-57-8","MassPerMass","mg/kg",TRUE,"C035","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"p-Cresol (mass conc.)","Organics; EMS code: D086","106-44-5","MassPerMass","mg/kg",TRUE,"D086","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"m-Cresol (mass conc.)","Organics; EMS code: D085","108-39-4","MassPerMass","mg/kg",TRUE,"D085","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;6-Dichlorophenol (mass conc.)","Organics; EMS code: D076","87-65-0","MassPerMass","mg/kg",TRUE,"D076","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol3;4;5 (mass conc.)","Organics; EMS code: T044","609-19-8","MassPerMass","mg/kg",TRUE,"T044","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"4-Chlorophenol (mass conc.)","Organics; EMS code: C055","106-48-9","MassPerMass","mg/kg",TRUE,"C055","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;3;4;5/2;3;5;6-Tetrachlorophenol (mass conc.)","Organics; EMS code: T093","25167-83-3; 4901-51-3; 935-95-5","MassPerMass","mg/kg",TRUE,"T093","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Dimethylphenol-2;4 (mass conc.)","Organics; EMS code: D048",NA,"MassPerMass","mg/kg",TRUE,"D048","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Pentachlorophenol (mass conc.)","Pesticides; EMS code: P022","87-86-5","MassPerMass","mg/kg",TRUE,"P022","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;3-Dichlorophenol (mass conc.)","Organics; EMS code: D073","576-24-9","MassPerMass","mg/kg",TRUE,"D073","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Trichlorophenol2;4;5 (mass conc.)","Organics; EMS code: T043","95-95-4","MassPerMass","mg/kg",TRUE,"T043","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"3+4-Chlorophenol (mass conc.)","Organics; EMS code: CP25","108-43-0; 106-48-9","MassPerMass","mg/kg",TRUE,"CP25","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"2;3;4;5-Tetrachlorophenol (mass conc.)","Organics; EMS code: T036","4901-51-3","MassPerMass","mg/kg",TRUE,"T036","CHEMICAL","NUMERIC","1332","Phenolics by Tumbler/GC-MS","Phenolics by Tumbler/GC-MS","EMS Migration"
"Bromide Dissolved (fl. conc.)","Metals - Dissolved; EMS code: 1101","24959-67-9","Concentration","mg/L",TRUE,"1101","CHEMICAL","NUMERIC","1340","Auto.I.S.E.","Bromide is analyzed potentiometrically using a bromide Automated Ion Specific Electrode in conjunction with a standard reference  electrode and a pH meter.  The potential developed by the presence of  bromide ions is measured by an expanded pH meter.","EMS Migration"
"Fluoride Dissolved (fl. conc.)","Major Ions; EMS code: 1106","16984-48-8","Concentration","mg/L",TRUE,"1106","CHEMICAL","NUMERIC","1340","Auto.I.S.E.","Bromide is analyzed potentiometrically using a bromide Automated Ion Specific Electrode in conjunction with a standard reference  electrode and a pH meter.  The potential developed by the presence of  bromide ions is measured by an expanded pH meter.","EMS Migration"
"Fluoride Dissolved (fl. conc.)","Major Ions; EMS code: 1106","16984-48-8","Concentration","mg/L",TRUE,"1106","CHEMICAL","NUMERIC","1341","I.S.E.","I.S.E.","EMS Migration"
"Bromide Dissolved (fl. conc.)","Metals - Dissolved; EMS code: 1101","24959-67-9","Concentration","mg/L",TRUE,"1101","CHEMICAL","NUMERIC","1342","Bromide by IC (seawater)","Bromide by IC (seawater)","EMS Migration"
"Chloride Dissolved (fl. conc.)","Major Ions; EMS code: 1104","16887-00-6","Concentration","mg/L",TRUE,"1104","CHEMICAL","NUMERIC","1343","Chloride by IC (seawater)","Chloride by IC (seawater)","EMS Migration"
"Fluoride Dissolved (fl. conc.)","Major Ions; EMS code: 1106","16984-48-8","Concentration","mg/L",TRUE,"1106","CHEMICAL","NUMERIC","1344","Fluoride by IC (seawater)","Fluoride by IC (seawater)","EMS Migration"
"Nitrogen - Nitrite Dissolved (NO2) (fl. conc.)","Nutrients; EMS code: 1111","14797-65-0","Concentration","mg/L",TRUE,"1111","CHEMICAL","NUMERIC","1345","Nitrite in Seawater by IC","Nitrite in Seawater by IC","EMS Migration"
"Nitrate (NO3) Dissolved (fl. conc.)","Nutrients; EMS code: 1110","14797-55-8","Concentration","mg/L",TRUE,"1110","CHEMICAL","NUMERIC","1346","Nitrate in Seawater by IC","Nitrate in Seawater by IC","EMS Migration"
"Sulfate Dissolved (fl. conc.)","Major Ions; EMS code: 1121","14808-79-8","Concentration","mg/L",TRUE,"1121","CHEMICAL","NUMERIC","1347","Sulfate by IC (seawater)","Sulfate by IC (seawater)","EMS Migration"
"Mercury Total (fl. conc.)","Metals - Total; EMS code: HG-T",NA,"Concentration","ng/L",TRUE,"HG-T","CHEMICAL","NUMERIC","1348","Total Mercury in Seawater by CVAFS","Total Mercury in Seawater by CVAFS","EMS Migration"
"Rhenium Total (fl. conc.)","Metals - Total; EMS code: RE-T","7440-15-5","Concentration","mg/L",TRUE,"RE-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Titanium Total (fl. conc.)","Metals - Total; EMS code: TI-T","7440-32-6","Concentration","mg/L",TRUE,"TI-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Tungsten Total (fl. conc.)","Metals - Total; EMS code: W--T","7440-33-7","Concentration","mg/L",TRUE,"W--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Bismuth Total (fl. conc.)","Metals - Total; EMS code: BI-T","7440-69-9","Concentration","mg/L",TRUE,"BI-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Copper Total (fl. conc.)","Metals - Total; EMS code: CU-T","7440-50-8","Concentration","mg/L",TRUE,"CU-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Zirconium Total (fl. conc.)","Metals - Total; EMS code: ZR-T","7440-67-7","Concentration","mg/L",TRUE,"ZR-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Aluminum Total (fl. conc.)","Metals - Total; EMS code: AL-T","7429-90-5","Concentration","mg/L",TRUE,"AL-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Magnesium Total (fl. conc.)","Metals - Total; EMS code: MG-T","7439-95-4","Concentration","mg/L",TRUE,"MG-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Manganese Total (fl. conc.)","Metals - Total; EMS code: MN-T","7439-96-5","Concentration","mg/L",TRUE,"MN-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Strontium Total (fl. conc.)","Metals - Total; EMS code: SR-T","7440-24-6","Concentration","mg/L",TRUE,"SR-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Molybdenum Total (fl. conc.)","Metals - Total; EMS code: MO-T","7439-98-7","Concentration","mg/L",TRUE,"MO-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Uranium Total (fl. conc.)","Metals - Total; EMS code: U--T","7440-61-1","Concentration","mg/L",TRUE,"U--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Thorium Total (fl. conc.)","Metals - Total; EMS code: TH-T","7440-29-1","Concentration","mg/L",TRUE,"TH-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Gallium Total (fl. conc.)","Metals - Total; EMS code: GA-T",NA,"Concentration","mg/L",TRUE,"GA-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Lithium Total (fl. conc.)","Metals - Total; EMS code: LI-T",NA,"Concentration","mg/L",TRUE,"LI-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Rubidium Total (fl. conc.)","Metals - Total; EMS code: RB-T","7440-17-7","Concentration","mg/L",TRUE,"RB-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Vanadium Total (fl. conc.)","Metals - Total; EMS code: V--T","7440-62-2","Concentration","mg/L",TRUE,"V--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Boron Total (fl. conc.)","Metals - Total; EMS code: B--T","7440-42-8","Concentration","mg/L",TRUE,"B--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Sodium Total (fl. conc.)","Metals - Total; EMS code: NA-T","7440-23-5","Concentration","mg/L",TRUE,"NA-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Cesium Total (fl. conc.)","Metals - Total; EMS code: CS-T","7440-46-2","Concentration","mg/L",TRUE,"CS-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Chromium Total (fl. conc.)","Metals - Total; EMS code: CR-T","7440-47-3","Concentration","mg/L",TRUE,"CR-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Yttrium Total (fl. conc.)","Metals - Total; EMS code: Y--T","7440-65-5","Concentration","mg/L",TRUE,"Y--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Phosphorus Total (fl. conc.)","Nutrients; EMS code: P--T","7723-14-0","Concentration","mg/L",TRUE,"P--T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Antimony Total (fl. conc.)","Metals - Total; EMS code: SB-T","7440-36-0","Concentration","mg/L",TRUE,"SB-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Tin Total (fl. conc.)","Metals - Total; EMS code: SN-T","7440-31-5","Concentration","mg/L",TRUE,"SN-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Barium Total (fl. conc.)","Metals - Total; EMS code: BA-T","7440-39-3","Concentration","mg/L",TRUE,"BA-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Cobalt Total (fl. conc.)","Metals - Total; EMS code: CO-T","7440-48-4","Concentration","mg/L",TRUE,"CO-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
"Zinc Total (fl. conc.)","Metals - Total; EMS code: ZN-T","7440-66-6","Concentration","mg/L",TRUE,"ZN-T","CHEMICAL","NUMERIC","1349","Tot Metals in Seawater by CRC ICPMS (BC)","Tot Metals in Seawater by CRC ICPMS (BC)","EMS Migration"
